{'id': 'AVD-2021-25745', '漏洞名称': 'Linux ingress-nginx 安全漏洞（CVE-2021-25745）', '漏洞类型': '未定义', '披露时间': '2022-04-26', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-732850', '漏洞名称': 'Linux Kernel &#39;mpt2sas&#39;本地特权提升漏洞（CNVD-2011-1340）', '漏洞类型': '未定义', '披露时间': '2011-04-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-1126', '漏洞名称': 'Linux上的VMware &#39;vmrun&#39;本地特权提升漏洞', '漏洞类型': 'CWE-264', '披露时间': '2011-04-05', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-1083', '漏洞名称': 'Linux Kernel epoll子系统&#39;eventpoll.c&#39;多个本地拒绝服务漏洞', '漏洞类型': 'CWE-400', '披露时间': '2011-04-05', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-1082', '漏洞名称': 'Linux Kernel epoll Subsystem &#39;eventpoll.c&#39;本地拒绝服务漏洞', '漏洞类型': 'CWE-400', '披露时间': '2011-04-05', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-1549', '漏洞名称': 'logrotate Gentoo Linux &#39;var/log/&#39;符号链接本地特权提升漏洞', '漏洞类型': 'CWE-264', '披露时间': '2011-03-31', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-1548', '漏洞名称': 'logrotate Debian Linux &#39;var/log/postgresql&#39; 符号链接本地特权提升漏洞', '漏洞类型': 'CWE-264', '披露时间': '2011-03-31', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-732916', '漏洞名称': 'Linux Kernel &#39;sound/oss/opl3.c&#39;本地特权提升漏洞（CNVD-2011-1209）', '漏洞类型': '未定义', '披露时间': '2011-03-24', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-732915', '漏洞名称': 'Linux Kernel &#39;sound/oss/midi_synth.c&#39;内存破坏漏洞（CNVD-2011-1210）', '漏洞类型': '未定义', '披露时间': '2011-03-24', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-732932', '漏洞名称': 'Linux内核ROSE协议多个内存破坏漏洞（CNVD-2011-1179）', '漏洞类型': '未定义', '披露时间': '2011-03-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-732938', '漏洞名称': 'Linux Kernel Netfilter &#39;ipt_CLUSTERIP.c&#39;缓冲区溢出漏洞（CNVD-2011-1149）', '漏洞类型': '未定义', '披露时间': '2011-03-21', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-732953', '漏洞名称': 'util-linux mount RLIMIT_FSIZE安全绕过漏洞（CNVD-2011-1111）', '漏洞类型': '未定义', '披露时间': '2011-03-17', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-0695', '漏洞名称': 'Linux Kernel 2.6.16.9 cm_work_handler 拒绝服务漏洞', '漏洞类型': 'CWE-362', '披露时间': '2011-03-16', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-732978', '漏洞名称': 'Linux Kernel &#39;drivers/char/tpm/tpm.c&#39;信息泄露漏洞（CNVD-2011-1076）', '漏洞类型': '未定义', '披露时间': '2011-03-15', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-732990', '漏洞名称': 'Linux Kernel ethtool.c信息泄露漏洞（CNVD-2011-6908）', '漏洞类型': '未定义', '披露时间': '2011-03-14', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-1017', '漏洞名称': 'Linux Kernel &#34;ldm_frag_add()&#34;缓冲区溢出漏洞', '漏洞类型': 'CWE-787', '披露时间': '2011-03-02', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-1012', '漏洞名称': 'Linux Kernel fs/partitions/ldm.c文件ldm_parse_vmdb函数拒绝服务漏洞', '漏洞类型': 'CWE-369', '披露时间': '2011-03-02', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-1010', '漏洞名称': 'Linux Kernel验证&#34;map_count&#34;变量本地安全限制绕过漏洞', '漏洞类型': 'CWE-120', '披露时间': '2011-03-02', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-0711', '漏洞名称': 'Linux Kernel fs/xfs/xfs_fsops.c文件信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2011-03-02', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-1020', '漏洞名称': 'Linux Kernel &#39;/proc/&lt;pid&gt;/&#39;权限处理本地安全绕过漏洞', '漏洞类型': 'CWE-200', '披露时间': '2011-03-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-1016', '漏洞名称': 'Linux Kernel ATI Radeon R300本地输入验证漏洞', '漏洞类型': 'CWE-20', '披露时间': '2011-03-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-1011', '漏洞名称': 'Red Hat Enterprise Linux和Fedora seunshare seunshare_mount函数本地拒绝服务漏洞', '漏洞类型': 'CWE-264', '披露时间': '2011-02-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-0999', '漏洞名称': 'Linux Kernel mm/huge_memory.c文件本地拒绝服务漏洞', '漏洞类型': 'CWE-400', '披露时间': '2011-02-24', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733159', '漏洞名称': 'Linux Kernel &#39;fs/partitions/ldm.c缓冲区溢出漏洞（CNVD-2011-0755）', '漏洞类型': '未定义', '披露时间': '2011-02-24', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733158', '漏洞名称': 'Linux Kernel &#39;fs/partitions/ldm.c拒绝服务漏洞（CNVD-2011-0756）', '漏洞类型': '未定义', '披露时间': '2011-02-24', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733169', '漏洞名称': 'Linux Kernel &#39;procfs&#39;和&#39;sysfs&#39;本地安全绕过漏洞（CNVD-2011-0715）', '漏洞类型': '未定义', '披露时间': '2011-02-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-0721', '漏洞名称': 'Debian/Ubuntu Linux &#39;shadow&#39;包本地安全绕过漏洞', '漏洞类型': 'CWE-20', '披露时间': '2011-02-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-0431', '漏洞名称': 'OpenAFS 1.4.7/1.4.12/1.4.14 afs_linux_lock 拒绝服务漏洞', '漏洞类型': 'CWE-20', '披露时间': '2011-02-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4649', '漏洞名称': 'Linux Kernel ‘drivers/infiniband/core/uverbs_cmd.c’文件整数溢出漏洞  ', '漏洞类型': 'CWE-190', '披露时间': '2011-02-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-1044', '漏洞名称': 'Linux Kernel &#39;ib_uverbs_poll_cq()&#39;函数本地信息泄露漏洞', '漏洞类型': 'CWE-909', '披露时间': '2011-02-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-0712', '漏洞名称': 'Linux Kernel Native Instruments USB设备名称字符串缓冲区溢出漏洞', '漏洞类型': 'CWE-120', '披露时间': '2011-02-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-0710', '漏洞名称': 'Linux Kernel &#39;task_show_regs()&#39;本地信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2011-02-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-0709', '漏洞名称': 'Linux Kernel 2.6.16.9 br_mdb_ip_get 拒绝服务漏洞', '漏洞类型': 'CWE-476', '披露时间': '2011-02-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-0453', '漏洞名称': 'Linux F-Secure Internet Gatekeeper敏感信息泄露漏洞 ', '漏洞类型': 'CWE-287', '披露时间': '2011-02-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733182', '漏洞名称': 'Linux Kernel &#34;xfs_fs_geometry()&#34;内存信息泄露漏洞（CNVD-2011-0660）', '漏洞类型': '未定义', '披露时间': '2011-02-17', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733210', '漏洞名称': 'Linux Kernel &#39;fs/btrfs/ioctl.c&#39;本地特权提升漏洞（CNVD-2011-0541）', '漏洞类型': '未定义', '披露时间': '2011-02-10', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-0521', '漏洞名称': 'Linux Kernel &#34;dvb_ca_ioctl()&#34;内存破坏漏洞', '漏洞类型': 'CWE-119', '披露时间': '2011-02-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4256', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': 'CWE-20', '披露时间': '2011-01-26', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4255', '漏洞名称': 'Linux Foundation Xen up to 4.0.1 handle_gdt_ldt_mapping_fault 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2011-01-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2011-0640', '漏洞名称': 'Linux执行任意指令漏洞', '漏洞类型': '未定义', '披露时间': '2011-01-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4708', '漏洞名称': 'Linux-PAM &#39;pam_env&#39;模块本地特权提升漏洞', '漏洞类型': '未定义', '披露时间': '2011-01-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4707', '漏洞名称': 'Linux-PAM &#39;pam_xauth&#39;模块安全绕过漏洞', '漏洞类型': 'CWE-399', '披露时间': '2011-01-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4706', '漏洞名称': 'Linux-PAM &#39;pam_xauth&#39;模块拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2011-01-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3853', '漏洞名称': 'linux-pam 权限提升漏洞', '漏洞类型': '未定义', '披露时间': '2011-01-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3435', '漏洞名称': 'Kernel Linux-PAM 1.1.2 pam_env和pam_mail模块多个信息泄露漏洞', '漏洞类型': '未定义', '披露时间': '2011-01-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3431', '漏洞名称': 'linux-pam 信息泄露漏洞', '漏洞类型': '未定义', '披露时间': '2011-01-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3430', '漏洞名称': 'linux-pam 信息泄露漏洞', '漏洞类型': '未定义', '披露时间': '2011-01-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3316', '漏洞名称': 'linux-pam 任意文件读取漏洞', '漏洞类型': '未定义', '披露时间': '2011-01-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4243', '漏洞名称': 'Linux内核&#39;execve()&#39;内存扩展&#34;OOM-killer&#34;本地拒绝服务漏洞', '漏洞类型': 'CWE-400', '披露时间': '2011-01-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4238', '漏洞名称': 'Linux Foundation Xen 3.1.2 vbd_create 访问控制漏洞', '漏洞类型': 'CWE-264', '披露时间': '2011-01-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4267', '漏洞名称': 'HP Linux图像和打印系统SNMP协议代码执行漏洞', '漏洞类型': 'CWE-119', '披露时间': '2011-01-21', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4263', '漏洞名称': 'Linux Kernel 2.6.16.9 igb_receive_skb 拒绝服务漏洞', '漏洞类型': 'CWE-476', '披露时间': '2011-01-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3086', '漏洞名称': 'Linux Kernel &lt;2.6.25 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2011-01-15', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4529', '漏洞名称': 'Linux Kernel net/irda/af_irda.c文件irda_getsockopt函数敏感信息泄露漏洞', '漏洞类型': 'CWE-191', '披露时间': '2011-01-14', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4527', '漏洞名称': 'Linux Kernel &#39;load_mixer_volumes&#39;函数缓冲区溢出漏洞', '漏洞类型': 'CWE-120', '披露时间': '2011-01-14', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3912', '漏洞名称': 'SUSE Linux supportutils密码伪造漏洞', '漏洞类型': '未定义', '披露时间': '2011-01-13', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3865', '漏洞名称': 'linux_kernel 缓冲区溢出拒绝服务代码执行漏洞', '漏洞类型': 'CWE-190', '披露时间': '2011-01-11', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4526', '漏洞名称': 'Linux Kernel 2.6.28.2 sctp_icmp_proto_unreachable 拒绝服务漏洞', '漏洞类型': 'CWE-362', '披露时间': '2011-01-11', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4525', '漏洞名称': 'Linux Kernel &#39;kvm_vcpu_events.interrupt.pad&#39;本地信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2011-01-11', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4247', '漏洞名称': 'Linux Foundation xen up to 3.3.2 do_block_io_op 拒绝服务漏洞', '漏洞类型': 'CWE-20', '披露时间': '2011-01-11', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4242', '漏洞名称': 'Linux Kernel 2.6.36 HCI+D200:F201 UART驱动hci_uart_tty_open函数本地拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2011-01-11', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4175', '漏洞名称': 'Linux Kernel 2.6.35 rds_cmsg_rdma_args函数拒绝服务和内存破坏漏洞', '漏洞类型': 'CWE-189', '披露时间': '2011-01-11', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733382', '漏洞名称': 'NVIDIA CUDA linux驱动本地信息泄露漏洞（CNVD-2011-0074）', '漏洞类型': '未定义', '披露时间': '2011-01-10', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4160', '漏洞名称': 'linux_kernel 内存破坏拒绝服务漏洞', '漏洞类型': 'CWE-190', '披露时间': '2011-01-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4668', '漏洞名称': 'Linux Kernel &#39;blk_rq_map_user_iov()&#39;本地拒绝服务漏洞', '漏洞类型': 'CWE-400', '披露时间': '2011-01-04', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4164', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': 'CWE-191', '披露时间': '2011-01-04', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4163', '漏洞名称': 'Linux kernel &lt;2.6.36.2 blk_rq_map_user_iov函数资源管理错误漏洞', '漏洞类型': 'CWE-20', '披露时间': '2011-01-04', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4162', '漏洞名称': 'Linux Kernel &lt;2.6.36.2 Block Layer多个整数溢出漏洞', '漏洞类型': 'CWE-190', '披露时间': '2011-01-04', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3877', '漏洞名称': 'Linux Kernel net/子系统get_name函数本地信息泄露漏洞', '漏洞类型': 'CWE-909', '披露时间': '2011-01-04', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3876', '漏洞名称': 'Linux Kernel net/子系统CAP_NET_RAW功能信息泄露漏洞', '漏洞类型': 'CWE-909', '披露时间': '2011-01-04', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3875', '漏洞名称': 'Linux Kernel net/子系统ax25_getname函数本地信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2011-01-04', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3873', '漏洞名称': 'linux_kernel 内存破坏拒绝服务漏洞', '漏洞类型': 'CWE-119', '披露时间': '2011-01-04', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3448', '漏洞名称': 'Linux kernel thinkpad_acpi.c文件资源管理漏洞', '漏洞类型': 'CWE-264', '披露时间': '2011-01-04', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4342', '漏洞名称': 'Linux Kernel 2.6.16.9 aun_incoming 资源管理漏洞', '漏洞类型': 'CWE-476', '披露时间': '2010-12-31', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4258', '漏洞名称': 'Linux kernel本地特权提升漏洞', '漏洞类型': 'CWE-269', '披露时间': '2010-12-31', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4161', '漏洞名称': 'Linux Kernel 2.6.18 net子系统拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2010-12-31', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4158', '漏洞名称': 'Linux Kernel 2.6.x - &#39;net/core/filter.c&#39; 本地信息泄漏漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-12-31', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3850', '漏洞名称': 'linux_kernel 安全绕过漏洞', '漏洞类型': '未定义', '披露时间': '2010-12-31', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3849', '漏洞名称': 'Linux Kernel 2.6.37 (RedHat / Ubuntu 10.04) - &#39;Full-Nelson.c&#39; 权限提升漏洞', '漏洞类型': 'CWE-476', '披露时间': '2010-12-31', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3848', '漏洞名称': 'Linux Kernel &lt; 2.6.36.2 (Ubuntu 10.04) - &#39;Half-Nelson.c&#39; Econet 权限提升漏洞', '漏洞类型': 'CWE-787', '披露时间': '2010-12-31', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4565', '漏洞名称': 'Linux Kernel CAN实现bcm_connect函数敏感信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-12-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4343', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': 'CWE-665', '披露时间': '2010-12-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3874', '漏洞名称': 'Linux Kernel &lt;2.6.36.2 bcm_connect函数堆缓冲区溢出漏洞', '漏洞类型': 'CWE-787', '披露时间': '2010-12-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3859', '漏洞名称': 'linux_kernel 缓冲区溢出权限提升漏洞', '漏洞类型': 'CWE-787', '披露时间': '2010-12-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3881', '漏洞名称': 'Linux kernel /dev/kvm设备敏感信息泄漏漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-12-24', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733436', '漏洞名称': 'Linux Kernel &#39;irda_getsockopt()&#39;本地整数下溢漏洞（CNVD-2010-3364）', '漏洞类型': '未定义', '披露时间': '2010-12-24', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4347', '漏洞名称': 'Linux Kernel &lt; 2.6.37-rc2 - &#39;ACPI custom_method&#39; Privilege Escalation', '漏洞类型': 'CWE-269', '披露时间': '2010-12-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4346', '漏洞名称': 'linux_kernel 安全绕过漏洞', '漏洞类型': 'CWE-476', '披露时间': '2010-12-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4157', '漏洞名称': 'linux_kernel 内存破坏拒绝服务漏洞', '漏洞类型': 'CWE-190', '披露时间': '2010-12-11', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3880', '漏洞名称': 'Linux kernel &lt;2.6.37-rc2 拒绝服务漏洞', '漏洞类型': 'CWE-835', '披露时间': '2010-12-11', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3861', '漏洞名称': 'Linux kernel ethtool_get_rxnfc函数信息泄漏漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-12-11', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733495', '漏洞名称': 'Linux Kernel &#39;install_special_mapping()&#39;本地安全绕过漏洞（CNVD-2010-3140）', '漏洞类型': '未定义', '披露时间': '2010-12-10', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3699', '漏洞名称': 'Linux Foundation Xen up to 3.4.3 拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2010-12-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3904', '漏洞名称': 'Linux Kernel 2.6.36-rc8 - &#39;RDS Protocol&#39; 权限提升漏洞', '漏洞类型': 'CWE-20', '披露时间': '2010-12-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3066', '漏洞名称': 'Linux Kenel &lt;2.6.23 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2010-12-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733513', '漏洞名称': 'Linux Kernel IGB Panic VLAN报文远程拒绝服务漏洞（CNVD-2010-3067）', '漏洞类型': '未定义', '披露时间': '2010-12-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733521', '漏洞名称': 'Linux Kernel本地地址限制控制安全漏洞（CNVD-2010-3019）', '漏洞类型': '未定义', '披露时间': '2010-12-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4083', '漏洞名称': 'Linux kernel copy_semid_to_user函数信息泄露漏洞', '漏洞类型': 'CWE-909', '披露时间': '2010-12-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4082', '漏洞名称': 'Linux kernel viafb_ioctl_get_viafb_info函数信息泄露漏洞', '漏洞类型': 'CWE-909', '披露时间': '2010-12-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4081', '漏洞名称': 'Linux kernel snd_hdspm_hwdep_ioctl函数信息泄露漏洞', '漏洞类型': 'CWE-909', '披露时间': '2010-12-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4080', '漏洞名称': 'Linux kernel snd_hdsp_hwdep_ioctl函数信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-12-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4248', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': 'CWE-362', '披露时间': '2010-12-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3858', '漏洞名称': 'Linux Kernel 2.6.37 - &#39;setup_arg_pages()&#39;拒绝服务漏洞', '漏洞类型': 'CWE-400', '披露时间': '2010-12-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4249', '漏洞名称': 'Linux内核2.6.37-Unix套接字本地拒绝服务', '漏洞类型': 'CWE-400', '披露时间': '2010-11-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4079', '漏洞名称': 'Linux Kernel ivtvfb_ioctl函数信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-11-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4077', '漏洞名称': 'Linux 2.6.37-rc1-serial_core TIOCGICOUNT泄漏漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-11-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4075', '漏洞名称': 'Linux kernel uart_get_count函数信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-11-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4074', '漏洞名称': 'Linux kernel USB子系统信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-11-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4073', '漏洞名称': 'Linux Kernel &lt; 2.6.36.2 - Econet 权限提升漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-11-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4072', '漏洞名称': 'Linux Kernel ipc/shm.c文件信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-11-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3705', '漏洞名称': 'linux_kernel 内存破坏拒绝服务漏洞', '漏洞类型': 'CWE-400', '披露时间': '2010-11-27', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3698', '漏洞名称': 'Linux kernel KVM &lt;2.6.36 拒绝服务漏洞', '漏洞类型': 'CWE-400', '披露时间': '2010-11-27', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2963', '漏洞名称': 'Linux Kernel 2.6.36 - VIDIOCSMICROCODE IOCTL Local 内存覆盖漏洞', '漏洞类型': 'CWE-20', '披露时间': '2010-11-27', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2962', '漏洞名称': 'Linux kernel DRM子系统输入验证漏洞', '漏洞类型': 'CWE-20', '披露时间': '2010-11-27', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-915282', '漏洞名称': 'Linux Kernel套接字拒绝服务漏洞（CNVD-2010-2945）', '漏洞类型': '未定义', '披露时间': '2010-11-26', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733547', '漏洞名称': 'Linux Kernel &#39;inotify_init()&#39;内存泄漏本地拒绝服务漏洞（CNVD-2010-2937）', '漏洞类型': '未定义', '披露时间': '2010-11-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733549', '漏洞名称': 'Linux Kernel Unix套接字本地拒绝服务漏洞（CNVD-2010-2953）', '漏洞类型': '未定义', '披露时间': '2010-11-24', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4169', '漏洞名称': 'Linux Kernel &lt;2.6.37-rc2 释放后重用拒绝服务漏洞', '漏洞类型': 'CWE-416', '披露时间': '2010-11-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4165', '漏洞名称': 'Linux Kernel 2.6.37 - Local Kernel拒绝服务漏洞 (1)', '漏洞类型': 'CWE-369', '披露时间': '2010-11-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3432', '漏洞名称': 'Linux Kernel 2.6.16.9 sctp_packet_config 拒绝服务漏洞', '漏洞类型': 'CWE-20', '披露时间': '2010-11-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733572', '漏洞名称': 'Linux Kernel可靠数据报套接字&#39;rds_cmsg_rdma_args()&#39;本地整数溢出漏洞（CNVD-2010-2846）', '漏洞类型': '未定义', '披露时间': '2010-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-915292', '漏洞名称': 'Linux Kernel Block层拒绝服务漏洞（CNVD-2010-2777）', '漏洞类型': '未定义', '披露时间': '2010-11-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733586', '漏洞名称': 'Linux Kernel &#39;net/core/filter.c&#39;本地信息泄露漏洞（CNVD-2010-2749）', '漏洞类型': '未定义', '披露时间': '2010-11-11', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733603', '漏洞名称': 'Linux Kernel net/子系统多个本地信息泄露漏洞（CNVD-2010-2700）', '漏洞类型': '未定义', '披露时间': '2010-11-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-915296', '漏洞名称': 'Linux Kernel KVM内存泄漏漏洞（CNVD-2010-2686）', '漏洞类型': '未定义', '披露时间': '2010-11-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733605', '漏洞名称': 'Linux内核&#39;kvm/x86.c&#39;本地信息泄露漏洞（CNVD-2010-2687）', '漏洞类型': '未定义', '披露时间': '2010-11-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733610', '漏洞名称': 'Linux内核&#39;net/&#39;子系统本地信息泄露漏洞（CNVD-2010-2656）', '漏洞类型': '未定义', '披露时间': '2010-11-04', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-4106', '漏洞名称': 'insight_control_for_linux 跨站请求伪造漏洞', '漏洞类型': 'CWE-352', '披露时间': '2010-11-02', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733631', '漏洞名称': 'Linux内核RDS协议本地整数溢出漏洞（CNVD-2010-2593）', '漏洞类型': '未定义', '披露时间': '2010-11-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-733643', '漏洞名称': 'Linux Kernel snd_ctl_new()函数整数溢出漏洞（CNVD-2010-2474）', '漏洞类型': '未定义', '披露时间': '2010-10-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3110', '漏洞名称': 'suse_linux,opensuse 缓冲区溢出权限提升漏洞', '漏洞类型': 'CWE-119', '披露时间': '2010-10-13', '漏洞状态': 'CVE'}
